+----------------+--------------+-----------+-----------------------+--------------------------+----------------------------+
|     word1      |    word2     | SimLex999 |        COMPARE        | Similarity_Label_mymodel | Similarity_Label_SimLex999 |
|    bizarre     |   strange    |    9.37   |        10000.0        |         similar          |          similar           |
|    illegal     |   immoral    |    4.28   |        10000.0        |         similar          |        not similar         |
|      bad       |    guilty    |    4.2    |   0.1899999976158142  |       not similar        |        not similar         |
|     modern     |   ancient    |    0.73   |  -0.07000000029802322 |       not similar        |        not similar         |
|      new       |   ancient    |    0.23   |  -0.09000000357627869 |       not similar        |        not similar         |
|      dull      |    funny     |    0.55   |  0.029999999329447746 |       not similar        |        not similar         |
|     happy      |    young     |    2.0    |  0.10000000149011612  |       not similar        |        not similar         |
|      easy      |     big      |    1.12   |  -0.05000000074505806 |       not similar        |        not similar         |
|     great      |    awful     |    1.17   |  -0.10999999940395355 |       not similar        |        not similar         |
|      tiny      |     huge     |    0.6    | -0.019999999552965164 |       not similar        |        not similar         |
|     polite     |    proper    |    7.63   |        10000.0        |         similar          |          similar           |
|     modest     |   ashamed    |    2.65   |  0.009999999776482582 |       not similar        |        not similar         |
|     exotic     |     rare     |    8.05   |        10000.0        |         similar          |          similar           |
|      dumb      |    clever    |    1.17   |  -0.05000000074505806 |       not similar        |        not similar         |
|   delightful   |  wonderful   |    8.65   |  0.12999999523162842  |       not similar        |          similar           |
|   noticeable   |   obvious    |    8.48   |  0.009999999776482582 |       not similar        |          similar           |
|     afraid     |   anxious    |    5.07   |  0.10999999940395355  |       not similar        |          similar           |
|     formal     |    proper    |    8.02   |  -0.05000000074505806 |       not similar        |          similar           |
|     dreary     |     dull     |    8.25   |        10000.0        |         similar          |          similar           |
|   delightful   |   cheerful   |    6.58   |  0.14000000059604645  |       not similar        |          similar           |
|    unhappy     |     mad      |    5.95   |  -0.07999999821186066 |       not similar        |          similar           |
|      sad       |   terrible   |    5.4    |  0.07999999821186066  |       not similar        |          similar           |
|      sick      |    crazy     |    3.57   |          1.0          |         similar          |        not similar         |
|    violent     |    angry     |    6.98   | -0.009999999776482582 |       not similar        |          similar           |
|     laden      |    heavy     |    5.9    |        10000.0        |         similar          |          similar           |
|     dirty      |    cheap     |    1.6    |  0.07000000029802322  |       not similar        |        not similar         |
|    elastic     |   flexible   |    7.78   |          1.0          |         similar          |          similar           |
|      hard      |    dense     |    5.9    |        10000.0        |         similar          |          similar           |
|     recent     |     new      |    7.05   |  0.10000000149011612  |       not similar        |          similar           |
|      bold      |    proud     |    3.97   |  -0.17000000178813934 |       not similar        |        not similar         |
|      sly       |   strange    |    1.97   |        10000.0        |         similar          |        not similar         |
|    strange     |     sly      |    2.07   |        10000.0        |         similar          |        not similar         |
|      dumb      |     rare     |    0.48   |  -0.09000000357627869 |       not similar        |        not similar         |
|      sly       |    tough     |    0.58   |        10000.0        |         similar          |        not similar         |
|    terrific    |     mad      |    0.4    |        10000.0        |         similar          |        not similar         |
|     modest     |   flexible   |    0.98   |  0.17000000178813934  |       not similar        |        not similar         |
|     fresh      |     wide     |    0.4    |          0.0          |       not similar        |        not similar         |
|      huge      |     dumb     |    0.48   |  0.019999999552965164 |       not similar        |        not similar         |
|     large      |   flexible   |    0.48   |  0.10999999940395355  |       not similar        |        not similar         |
|     dirty      |    narrow    |    0.3    |  0.18000000715255737  |       not similar        |        not similar         |
|      wife      |   husband    |    2.3    |          -1.0         |       not similar        |        not similar         |
|      book      |     text     |    6.35   |  0.019999999552965164 |       not similar        |          similar           |
|     groom      |    bride     |    3.17   |        10000.0        |         similar          |        not similar         |
|     night      |     day      |    1.88   |          -1.0         |       not similar        |        not similar         |
|     south      |    north     |    2.2    |          -1.0         |       not similar        |        not similar         |
|     plane      |   airport    |    3.65   |  -0.03999999910593033 |       not similar        |        not similar         |
|     uncle      |     aunt     |    5.5    |          -1.0         |       not similar        |          similar           |
|     horse      |     mare     |    8.33   |  0.03999999910593033  |       not similar        |          similar           |
|     bottom     |     top      |    0.7    |          -1.0         |       not similar        |        not similar         |
|     friend     |    buddy     |    8.78   |  0.11999999731779099  |       not similar        |          similar           |
|    student     |    pupil     |    9.35   |          1.0          |         similar          |          similar           |
|     world      |    globe     |    6.67   |          1.0          |         similar          |          similar           |
|      leg       |     arm      |    2.88   |  0.029999999329447746 |       not similar        |        not similar         |
|     plane      |     jet      |    8.1    |  -0.15000000596046448 |       not similar        |          similar           |
|     woman      |     man      |    3.33   |          -1.0         |       not similar        |        not similar         |
|     horse      |     colt     |    7.07   |  0.03999999910593033  |       not similar        |          similar           |
|    actress     |    actor     |    7.12   |        10000.0        |         similar          |          similar           |
|    teacher     |  instructor  |    9.25   |          1.0          |         similar          |          similar           |
|     movie      |     film     |    8.87   |          1.0          |         similar          |          similar           |
|      bird      |     hawk     |    7.85   |  0.029999999329447746 |       not similar        |          similar           |
|      word      |  dictionary  |    3.68   |  0.019999999552965164 |       not similar        |        not similar         |
|     money      |    salary    |    7.88   |  0.019999999552965164 |       not similar        |          similar           |
|      dog       |     cat      |    1.75   |  -0.05999999865889549 |       not similar        |        not similar         |
|      area      |    region    |    9.47   |          1.0          |         similar          |          similar           |
|      navy      |     army     |    6.43   |  0.07999999821186066  |       not similar        |          similar           |
|      book      |  literature  |    7.53   |  0.14000000059604645  |       not similar        |          similar           |
|    clothes     |    closet    |    3.27   |  0.019999999552965164 |       not similar        |        not similar         |
|     sunset     |   sunrise    |    2.47   |          -1.0         |       not similar        |        not similar         |
|     child      |    adult     |    2.98   | -0.009999999776482582 |       not similar        |        not similar         |
|      cow       |    cattle    |    9.52   |  -0.17000000178813934 |       not similar        |          similar           |
|      book      |    story     |    5.63   |  -0.05000000074505806 |       not similar        |          similar           |
|     winter     |    summer    |    2.38   |  0.07000000029802322  |       not similar        |        not similar         |
|      taxi      |     cab      |    9.2    |          1.0          |         similar          |          similar           |
|      tree      |    maple     |    5.53   |  -0.05999999865889549 |       not similar        |          similar           |
|      bed       |   bedroom    |    3.4    |  -0.07999999821186066 |       not similar        |        not similar         |
|      roof      |   ceiling    |    7.58   |          1.0          |         similar          |          similar           |
|    disease     |  infection   |    7.15   |  0.019999999552965164 |       not similar        |          similar           |
|      arm       |   shoulder   |    4.85   |  -0.15000000596046448 |       not similar        |        not similar         |
|     sheep      |     lamb     |    8.42   | -0.029999999329447746 |       not similar        |          similar           |
|      lady      |  gentleman   |    3.42   |  0.019999999552965164 |       not similar        |        not similar         |
|      boat      |    anchor    |    2.25   |  -0.09000000357627869 |       not similar        |        not similar         |
|     priest     |     monk     |    6.28   |  -0.1899999976158142  |       not similar        |          similar           |
|      toe       |    finger    |    4.68   |  0.11999999731779099  |       not similar        |        not similar         |
|     river      |    stream    |    7.3    |  0.07000000029802322  |       not similar        |          similar           |
|     anger      |     fury     |    8.73   |  0.05999999865889549  |       not similar        |          similar           |
|      date      |   calendar   |    4.42   |  0.009999999776482582 |       not similar        |        not similar         |
|      sea       |    ocean     |    8.27   |          1.0          |         similar          |          similar           |
|     second     |    minute    |    4.62   |          1.0          |         similar          |        not similar         |
|      hand      |    thumb     |    3.88   |  -0.09000000357627869 |       not similar        |        not similar         |
|      wood      |     log      |    7.3    |  0.019999999552965164 |       not similar        |          similar           |
|      mud       |     dirt     |    7.32   |  -0.10000000149011612 |       not similar        |          similar           |
|    hallway     |   corridor   |    9.28   |        10000.0        |         similar          |          similar           |
|      way       |    manner    |    7.62   |          1.0          |         similar          |          similar           |
|     mouse      |     cat      |    1.12   |  0.019999999552965164 |       not similar        |        not similar         |
|      cop       |   sheriff    |    9.05   |  0.10999999940395355  |       not similar        |          similar           |
|     death      |    burial    |    4.93   |  -0.14000000059604645 |       not similar        |        not similar         |
|     music      |    melody    |    6.98   |  -0.18000000715255737 |       not similar        |          similar           |
|      beer      |   alcohol    |    7.5    |  -0.05999999865889549 |       not similar        |          similar           |
|     mouth      |     lip      |    7.1    |          1.0          |         similar          |          similar           |
|     storm      |  hurricane   |    6.38   |        10000.0        |         similar          |          similar           |
|      tax       |    income    |    2.38   | -0.009999999776482582 |       not similar        |        not similar         |
|     flower     |    violet    |    6.95   |        10000.0        |         similar          |          similar           |
|     paper      |  cardboard   |    5.38   |        10000.0        |         similar          |          similar           |
|     floor      |   ceiling    |    1.73   |  -0.03999999910593033 |       not similar        |        not similar         |
|     beach      |   seashore   |    8.33   |        10000.0        |         similar          |          similar           |
|      rod       |   curtain    |    3.03   |  0.019999999552965164 |       not similar        |        not similar         |
|     hound      |     fox      |    2.38   |  -0.12999999523162842 |       not similar        |        not similar         |
|     street     |    alley     |    5.48   |        10000.0        |         similar          |          similar           |
|      boat      |     deck     |    4.28   |  0.10999999940395355  |       not similar        |        not similar         |
|      car       |     horn     |    2.57   |  -0.09000000357627869 |       not similar        |        not similar         |
|     friend     |    guest     |    4.25   |  -0.17000000178813934 |       not similar        |        not similar         |
|    employer    |   employee   |    3.65   |          -1.0         |       not similar        |        not similar         |
|      hand      |    wrist     |    3.97   |  0.18000000715255737  |       not similar        |        not similar         |
|      ball      |    cannon    |    2.58   |        10000.0        |         similar          |        not similar         |
|    alcohol     |    brandy    |    6.98   |        10000.0        |         similar          |          similar           |
|    victory     |   triumph    |    8.98   |          1.0          |         similar          |          similar           |
|   telephone    |    booth     |    3.63   | -0.009999999776482582 |       not similar        |        not similar         |
|      door      |   doorway    |    5.4    |          1.0          |         similar          |          similar           |
|     motel      |     inn      |    8.17   |  -0.10999999940395355 |       not similar        |          similar           |
|    clothes     |    cloth     |    5.47   |  0.019999999552965164 |       not similar        |          similar           |
|     steak      |     meat     |    7.47   |  -0.14000000059604645 |       not similar        |          similar           |
|      nail      |    thumb     |    3.55   |  -0.15000000596046448 |       not similar        |        not similar         |
|      band      |  orchestra   |    7.08   |  -0.20000000298023224 |       not similar        |          similar           |
|      book      |    bible     |    5.0    |  0.15000000596046448  |       not similar        |          similar           |
|    business    |   industry   |    7.02   | -0.029999999329447746 |       not similar        |          similar           |
|     winter     |    season    |    6.27   |  0.12999999523162842  |       not similar        |          similar           |
|     decade     |   century    |    3.48   |  -0.05000000074505806 |       not similar        |        not similar         |
|    alcohol     |     gin      |    8.65   |   0.1899999976158142  |       not similar        |          similar           |
|      hat       |     coat     |    2.67   |   0.1899999976158142  |       not similar        |        not similar         |
|     window     |     door     |    3.33   |  0.029999999329447746 |       not similar        |        not similar         |
|      arm       |    wrist     |    3.57   |  -0.20999999344348907 |       not similar        |        not similar         |
|     house      |  apartment   |    5.8    |  -0.05999999865889549 |       not similar        |          similar           |
|     glass      |   crystal    |    6.27   |  -0.15000000596046448 |       not similar        |          similar           |
|      wine      |    brandy    |    5.15   |        10000.0        |         similar          |          similar           |
|    creator     |    maker     |    9.62   |  -0.07999999821186066 |       not similar        |          similar           |
|     dinner     |  breakfast   |    3.33   |  0.03999999910593033  |       not similar        |        not similar         |
|      arm       |    muscle    |    3.72   | -0.009999999776482582 |       not similar        |        not similar         |
|     bubble     |     suds     |    8.57   |        10000.0        |         similar          |          similar           |
|     bread      |    flour     |    3.33   |        10000.0        |         similar          |        not similar         |
|     death      |   tragedy    |    5.8    |  0.11999999731779099  |       not similar        |          similar           |
|    absence     |   presence   |    0.4    |          -1.0         |       not similar        |        not similar         |
|      gun       |    cannon    |    5.68   |        10000.0        |         similar          |          similar           |
|     grass      |    blade     |    4.57   |  0.07000000029802322  |       not similar        |        not similar         |
|      ball      |    basket    |    1.67   | -0.019999999552965164 |       not similar        |        not similar         |
|      hose      |    garden    |    1.67   |  0.17000000178813934  |       not similar        |        not similar         |
|      boy       |     kid      |    7.5    |  0.30000001192092896  |       not similar        |          similar           |
|     church     |    choir     |    2.95   |        10000.0        |         similar          |        not similar         |
|    clothes     |    drawer    |    3.02   |  0.03999999910593033  |       not similar        |        not similar         |
|     tower      |     bell     |    1.9    |  0.05000000074505806  |       not similar        |        not similar         |
|     father     |    parent    |    7.07   | -0.029999999329447746 |       not similar        |          similar           |
|     school     |    grade     |    4.42   |  -0.07999999821186066 |       not similar        |        not similar         |
|     parent     |    adult     |    5.37   | -0.019999999552965164 |       not similar        |          similar           |
|      bar       |     jail     |    1.9    |  0.03999999910593033  |       not similar        |        not similar         |
|      car       |   highway    |    3.4    |  -0.03999999910593033 |       not similar        |        not similar         |
|   dictionary   |  definition  |    6.25   |  -0.05000000074505806 |       not similar        |          similar           |
|      door      |    cellar    |    1.97   |  -0.05000000074505806 |       not similar        |        not similar         |
|      army      |    legion    |    5.95   |        10000.0        |         similar          |          similar           |
|     metal      |   aluminum   |    7.25   |  -0.10999999940395355 |       not similar        |          similar           |
|     chair      |    bench     |    6.67   | -0.029999999329447746 |       not similar        |          similar           |
|     cloud      |     fog      |    6.0    |          1.0          |         similar          |          similar           |
|      boy       |     son      |    6.75   |          1.0          |         similar          |          similar           |
|     water      |     ice      |    6.47   | -0.009999999776482582 |       not similar        |          similar           |
|      bed       |   blanket    |    3.02   |  0.09000000357627869  |       not similar        |        not similar         |
|    attorney    |    lawyer    |    9.35   |          1.0          |         similar          |          similar           |
|      area      |     zone     |    8.33   |  0.12999999523162842  |       not similar        |          similar           |
|    business    |   company    |    9.02   |  -0.07000000029802322 |       not similar        |          similar           |
|    clothes     |    fabric    |    5.87   |          0.0          |       not similar        |          similar           |
|    sweater     |    jacket    |    7.15   |  -0.11999999731779099 |       not similar        |          similar           |
|     money      |   capital    |    6.67   |  -0.07999999821186066 |       not similar        |          similar           |
|      hand      |     foot     |    4.17   |  -0.07000000029802322 |       not similar        |        not similar         |
|    alcohol     |   cocktail   |    6.73   |  -0.07000000029802322 |       not similar        |          similar           |
|      yard      |     inch     |    3.78   |  0.10000000149011612  |       not similar        |        not similar         |
|    molecule    |     atom     |    6.45   |          1.0          |         similar          |          similar           |
|      lens      |    camera    |    4.28   | -0.029999999329447746 |       not similar        |        not similar         |
|      meal      |    dinner    |    7.15   |  0.05999999865889549  |       not similar        |          similar           |
|      eye       |     tear     |    3.55   |   0.1599999964237213  |       not similar        |        not similar         |
|      god       |    devil     |    1.8    |  -0.05000000074505806 |       not similar        |        not similar         |
|      loop      |     belt     |    3.1    |  0.05999999865889549  |       not similar        |        not similar         |
|      rat       |    mouse     |    7.78   |  -0.07999999821186066 |       not similar        |          similar           |
|     motor      |    engine    |    8.65   |  -0.07999999821186066 |       not similar        |          similar           |
|      car       |     cab      |    7.42   |  0.12999999523162842  |       not similar        |          similar           |
|      cat       |     lion     |    6.75   |  0.10999999940395355  |       not similar        |          similar           |
|      size      |  magnitude   |    6.33   |  0.12999999523162842  |       not similar        |          similar           |
|    reality     |   fantasy    |    1.03   |  -0.05000000074505806 |       not similar        |        not similar         |
|      door      |     gate     |    5.25   | -0.019999999552965164 |       not similar        |          similar           |
|      cat       |     pet      |    5.95   |  0.05999999865889549  |       not similar        |          similar           |
|      tin       |   aluminum   |    6.42   |  -0.15000000596046448 |       not similar        |          similar           |
|      bone      |     jaw      |    4.17   | -0.019999999552965164 |       not similar        |        not similar         |
|     cereal     |    wheat     |    3.75   |        10000.0        |         similar          |        not similar         |
|     house      |     key      |    1.9    |  0.10000000149011612  |       not similar        |        not similar         |
|     blood      |    flesh     |    4.28   |  0.05000000074505806  |       not similar        |        not similar         |
|      door      |   corridor   |    3.73   |  -0.03999999910593033 |       not similar        |        not similar         |
|      god       |    spirit    |    7.3    |  0.03999999910593033  |       not similar        |          similar           |
|   capability   |  competence  |    7.62   |  0.019999999552965164 |       not similar        |          similar           |
|   abundance    |    plenty    |    8.97   |  0.019999999552965164 |       not similar        |          similar           |
|      sofa      |    chair     |    6.67   |        10000.0        |         similar          |          similar           |
|      wall      |    brick     |    4.68   |  0.009999999776482582 |       not similar        |        not similar         |
|      horn      |     drum     |    2.68   |  0.07999999821186066  |       not similar        |        not similar         |
|     organ      |    liver     |    6.15   | -0.019999999552965164 |       not similar        |          similar           |
|    strength    |    might     |    7.07   |  -0.09000000357627869 |       not similar        |          similar           |
|     phrase     |     word     |    5.48   |          1.0          |         similar          |          similar           |
|      band      |    parade    |    3.92   |  -0.20999999344348907 |       not similar        |        not similar         |
|    stomach     |    waist     |    5.9    |  0.009999999776482582 |       not similar        |          similar           |
|     cloud      |    storm     |    5.6    |  -0.05000000074505806 |       not similar        |          similar           |
|      joy       |    pride     |    5.0    |  0.07999999821186066  |       not similar        |          similar           |
|     noise      |    rattle    |    6.17   |        10000.0        |         similar          |          similar           |
|      rain      |     mist     |    5.97   |  0.07000000029802322  |       not similar        |          similar           |
|      beer      |   beverage   |    5.42   |        10000.0        |         similar          |          similar           |
|      man       |    uncle     |    3.92   |  -0.09000000357627869 |       not similar        |        not similar         |
|     apple      |    juice     |    2.88   |  0.009999999776482582 |       not similar        |        not similar         |
|  intelligence  |    logic     |    6.5    |          -0.0         |       not similar        |          similar           |
| communication  |   language   |    7.47   |  -0.07999999821186066 |       not similar        |          similar           |
|      mink      |     fur      |    6.83   |        10000.0        |         similar          |          similar           |
|      mob       |    crowd     |    7.85   |  0.14000000059604645  |       not similar        |          similar           |
|     shore      |    coast     |    8.83   |  0.03999999910593033  |       not similar        |          similar           |
|      wire      |     cord     |    7.62   |        10000.0        |         similar          |          similar           |
|      bird      |    turkey    |    6.58   |  -0.03999999910593033 |       not similar        |          similar           |
|      bed       |     crib     |    7.3    |        10000.0        |         similar          |          similar           |
|   competence   |   ability    |    7.5    |  -0.05000000074505806 |       not similar        |          similar           |
|     cloud      |     haze     |    7.32   |        10000.0        |         similar          |          similar           |
|     supper     |     meal     |    7.53   | -0.019999999552965164 |       not similar        |          similar           |
|      bar       |     cage     |    2.8    |  -0.03999999910593033 |       not similar        |        not similar         |
|     water      |     salt     |    1.3    |          0.0          |       not similar        |        not similar         |
|     sense      |  intuition   |    7.68   |  0.10999999940395355  |       not similar        |          similar           |
|   situation    |  condition   |    6.58   |  0.029999999329447746 |       not similar        |          similar           |
|     crime      |    theft     |    7.53   |  -0.03999999910593033 |       not similar        |          similar           |
|     style      |   fashion    |    8.5    |          1.0          |         similar          |          similar           |
|    boundary    |    border    |    9.08   |  -0.03999999910593033 |       not similar        |          similar           |
|      arm       |     body     |    4.05   |  -0.07999999821186066 |       not similar        |        not similar         |
|      boat      |     car      |    2.37   |  -0.12999999523162842 |       not similar        |        not similar         |
|    sandwich    |    lunch     |    6.3    |  0.029999999329447746 |       not similar        |          similar           |
|     bride      |   princess   |    2.8    |  -0.09000000357627869 |       not similar        |        not similar         |
|    heroine     |     hero     |    8.78   |        10000.0        |         similar          |          similar           |
|      car       |    gauge     |    1.13   |  0.03999999910593033  |       not similar        |        not similar         |
|     insect     |     bee      |    6.07   |  0.029999999329447746 |       not similar        |          similar           |
|      crib      |    cradle    |    8.55   |        10000.0        |         similar          |          similar           |
|     animal     |    person    |    3.05   |  0.11999999731779099  |       not similar        |        not similar         |
|   marijuana    |     herb     |    6.5    | -0.009999999776482582 |       not similar        |          similar           |
|      bed       |   hospital   |    0.92   |  -0.11999999731779099 |       not similar        |        not similar         |
|     cheek      |    tongue    |    4.52   |  -0.10000000149011612 |       not similar        |        not similar         |
|      disc      |   computer   |    3.2    |  0.07000000029802322  |       not similar        |        not similar         |
|     curve      |    angle     |    3.33   | -0.009999999776482582 |       not similar        |        not similar         |
|     grass      |     moss     |    5.0    |        10000.0        |         similar          |          similar           |
|     school     |     law      |    1.13   |  0.10999999940395355  |       not similar        |        not similar         |
|      foot      |     head     |    2.3    |          -1.0         |       not similar        |        not similar         |
|     mother     |   guardian   |    6.5    |  0.03999999910593033  |       not similar        |          similar           |
|  orthodontist  |   dentist    |    8.27   |  -0.05000000074505806 |       not similar        |          similar           |
|    alcohol     |   whiskey    |    7.27   | -0.019999999552965164 |       not similar        |          similar           |
|     mouth      |    tooth     |    6.3    |  -0.05000000074505806 |       not similar        |          similar           |
|   breakfast    |    bacon     |    4.37   |  -0.03999999910593033 |       not similar        |        not similar         |
|    bathroom    |   bedroom    |    3.4    |  -0.05999999865889549 |       not similar        |        not similar         |
|     plate      |     bowl     |    5.23   |  0.009999999776482582 |       not similar        |          similar           |
|      meat      |    bacon     |    5.8    |  0.11999999731779099  |       not similar        |          similar           |
|      air       |    helium    |    3.63   |  -0.03999999910593033 |       not similar        |        not similar         |
|     worker     |   employer   |    5.37   |  -0.07000000029802322 |       not similar        |          similar           |
|      body      |    chest     |    4.45   |  -0.05999999865889549 |       not similar        |        not similar         |
|      son       |    father    |    3.82   |  0.05000000074505806  |       not similar        |        not similar         |
|     heart      |   surgery    |    1.08   |        10000.0        |         similar          |        not similar         |
|     woman      |  secretary   |    1.98   |  -0.07000000029802322 |       not similar        |        not similar         |
|      man       |    father    |    4.83   |  0.23000000417232513  |       not similar        |        not similar         |
|     beach      |    island    |    5.6    |  0.12999999523162842  |       not similar        |          similar           |
|     story      |    topic     |    5.0    |  0.009999999776482582 |       not similar        |          similar           |
|      game      |     fun      |    3.42   |  0.05999999865889549  |       not similar        |        not similar         |
|    weekend     |     week     |    4.0    |  -0.10999999940395355 |       not similar        |        not similar         |
|     couple     |     pair     |    8.33   |          1.0          |         similar          |          similar           |
|     woman      |     wife     |    5.72   |  -0.17000000178813934 |       not similar        |          similar           |
|     sheep      |    cattle    |    4.77   |  0.019999999552965164 |       not similar        |        not similar         |
|     purse      |     bag      |    8.33   |          1.0          |         similar          |          similar           |
|    ceiling     |  cathedral   |    2.42   |  -0.10000000149011612 |       not similar        |        not similar         |
|      bean      |    coffee    |    5.15   |  -0.05000000074505806 |       not similar        |          similar           |
|      wood      |    paper     |    2.88   |  -0.15000000596046448 |       not similar        |        not similar         |
|      top       |     side     |    1.9    |          -1.0         |       not similar        |        not similar         |
|     crime      |    fraud     |    5.65   |  -0.07999999821186066 |       not similar        |          similar           |
|      pain      |     harm     |    5.38   |  -0.09000000357627869 |       not similar        |          similar           |
|     lover      |  companion   |    5.97   |  0.019999999552965164 |       not similar        |          similar           |
|    evening     |     dusk     |    7.78   |        10000.0        |         similar          |          similar           |
